,Nom,Infos,Prix,Date
43,ASUS TUF Gaming Radeon RX 7900 XTX OC Edition 24GB GDDR6,24 Go GDDR6 - HDMI/Tri DisplayPort - PCI Express (AMD Radeon RX 7900 XTX),1 099€95,2024-10-21
44,ASUS TUF Radeon RX 7800 XT O16G Gaming,16 Go GDDR6 - HDMI/Tri DisplayPort - PCI Express (AMD Radeon RX 7800 XT),639€95,2024-10-21
45,ASUS TUF Radeon RX 7800 XT OG O16G Gaming,16 Go GDDR6 - HDMI/Tri DisplayPort - PCI Express (AMD Radeon RX 7800 XT),589€95,2024-10-21
46,ASUS Dual GeForce RTX 4060 White OC Edition 8GB,8 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060),374€95,2024-10-21
47,ASUS ProArt GeForce RTX 4070 Ti SUPER OC Edition 16GB,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),1 099€95,2024-10-21
48,ASUS ROG Strix GeForce RTX 4070 Ti SUPER OC Edition 16GB,16 Go GDDR6X - Dual HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),1 169€95,2024-10-21
49,ASUS TUF Gaming GeForce RTX 4070 Ti SUPER BTF White OC Edition 16GB,16 Go GDDR6X - Dual HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),1 099€95,2024-10-21
50,ASUS TUF Gaming GeForce RTX 4070 Ti SUPER OC Edition 16GB,16 Go GDDR6X - Dual HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER,999€95,2024-10-21
51,ASUS TUF Gaming GeForce RTX 4070 Ti SUPER White OC Edition 16GB,16 Go GDDR6X - Dual HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER,1 089€95,2024-10-21
52,Asus GeForce GT 710 2GB GDDR5 EVO,2 Go GDDR5 - HDMI/DVI/VGA - PCI Express (NVIDIA GeForce GT 710),54€95,2024-10-21
53,ASUS Dual GeForce RTX 4060 Ti EVO OC Edition 8GB,8 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060 Ti),459€95,2024-10-21
54,ASUS Dual GeForce RTX 4060 Ti OC Edition 16GB,16 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060 Ti),539€95,2024-10-21
55,ASUS Dual GeForce RTX 4070 SUPER 12G,12 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 SUPER),749€95,2024-10-21
56,ASUS Dual GeForce RTX 4070 SUPER EVO OC Edition 12GB GDDR6X,12 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 SUPER),699€95,2024-10-21
57,ASUS ProArt GeForce RTX 4080 SUPER OC Edition 16 GB,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4080 SUPER),1 279€95,2024-10-21
58,ASUS ROG Strix GeForce RTX 4090 24GB,24 Go GDDR6X - Dual HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4090),2 399€95,2024-10-21
59,ASUS ROG Strix GeForce RTX 4090 BTF OC Edition 24GB,24 Go GDDR6X - Dual HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4090),2 499€95,2024-10-21
60,ASUS ROG Strix GeForce RTX 4090 OC Edition 24GB,24 Go GDDR6X - Dual HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4090),2 499€95,2024-10-21
61,ASUS TUF Gaming GeForce RTX 4070 Ti SUPER 16GB,16 Go GDDR6X - Dual HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER,999€95,2024-10-21
62,ASUS TUF Gaming GeForce RTX 4070 Ti SUPER OC Bundle The Force,16 Go GDDR6X - Dual HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER) + Sabre connecté LED RGB - lame 36 pouces,1 049€95,2024-10-21
63,ASUS TUF Gaming GeForce RTX 4080 SUPER 16 GB,16 Go GDDR6X - Dual HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4080 SUPER),1 259€95,2024-10-21
64,ASUS TUF Gaming GeForce RTX 4090 OC Edition 24GB,24 Go GDDR6X - Dual HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4090),2 329€94,2024-10-21
65,ASUS TUF Gaming GeForce RTX 4090 OC OG Edition 24GB,24 Go GDDR6X - Dual HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4090),2 249€95,2024-10-21
66,ASUS TUF Gaming Radeon RX 7900 XT OC Edition 20GB GDDR6,20 Go GDDR6 - HDMI/Tri DisplayPort - PCI Express (AMD Radeon RX 7900 XT),899€95,2024-10-21
67,ASUS TUF Radeon RX 7700 XT O12G Gaming,12 Go GDDR6 - HDMI/Tri DisplayPort - PCI Express (AMD Radeon RX 7700 XT),499€95,2024-10-21
68,Gainward GeForce RTX 3050 Pegasus 6G,6 Go GDDR6 - HDMI/DisplayPort/DVI - PCI Express (NVIDIA GeForce RTX 3050),199€95,2024-10-21
69,Gainward GeForce RTX 3050 Pegasus 8GB (LHR),8 Go GDDR6 - DVI/HDMI/DisplayPort - PCI Express (NVIDIA GeForce RTX 3050),229€95,2024-10-21
70,Gainward GeForce RTX 4060 Pegasus,8 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060),329€95,2024-10-21
71,Gainward GeForce RTX 4060 Python II,8 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060),299€95,2024-10-21
72,Gainward GeForce RTX 4060 Ti 16GB Panther,16 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060 Ti),499€95,2024-10-21
73,Gainward GeForce RTX 4070 Ghost GDDR6,12 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070),579€95,2024-10-21
74,Gainward GeForce RTX 4070 Ghost OC,12 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070),649€95,2024-10-21
75,Gainward GeForce RTX 4070 Ghost OC GDDR6,12 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070),599€95,2024-10-21
76,Gainward GeForce RTX 4070 Ti SUPER Panther OC,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),949€95,2024-10-21
77,Gainward GeForce RTX 4070 Ti SUPER Phantom,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),999€95,2024-10-21
78,Gainward GeForce RTX 4070 Ti SUPER Phoenix,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),949€95,2024-10-21
79,Gainward GeForce RTX 4070 Ti SUPER Phoenix Golden Sample,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),979€95,2024-10-21
80,Gainward GeForce RTX 4070 Ti SUPER Python III OC,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),939€95,2024-10-21
81,Gainward GeForce RTX 4070 SUPER Ghost,12 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 SUPER),649€95,2024-10-21
82,Gainward GeForce RTX 4070 SUPER Ghost OC,12 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 SUPER),699€95,2024-10-21
83,Gainward GeForce RTX 4080 SUPER Panther OC,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4080 SUPER),1 149€95,2024-10-21
84,Gainward GeForce RTX 4080 SUPER Python III OC,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4080 SUPER),1 149€95,2024-10-21
85,Gainward GeForce RTX 4090 Phantom,24 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4090),1 979€95,2024-10-21
86,Gigabyte AORUS GeForce RTX 4070 SUPER MASTER 12G,12 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 SUPER),819€95,2024-10-21
87,Gigabyte GeForce RTX 3050 OC Low Profile 6G,6 Go GDDR6 - Dual HDMI/ Dual DisplayPort - PCI Express (NVIDIA GeForce RTX 3050),229€95,2024-10-21
88,Gigabyte GeForce RTX 3050 WINDFORCE OC 6G,6 Go GDDR6 - Dual HDMI/ Dual DisplayPort - PCI Express (NVIDIA GeForce RTX 3050),209€95,2024-10-21
89,Gigabyte GeForce RTX 3060 GAMING OC 12G (rev 2.0) (LHR),12 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (NVIDIA GeForce RTX 3060),339€95,2024-10-21
90,Gigabyte GeForce RTX 4060 AERO OC 8G,8 Go GDDR6 - Dual HDMI/Dual DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060),389€95,2024-10-21
91,Gigabyte GeForce RTX 4060 EAGLE OC 8G,8 Go GDDR6 - Dual HDMI/Dual DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060),339€95,2024-10-21
92,Gigabyte GeForce RTX 4060 GAMING OC 8G,8 Go GDDR6 - Dual HDMI/Dual DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060),369€95,2024-10-21
93,Gigabyte GeForce RTX 4060 Ti AERO OC 8G,8 Go GDDR6 - Dual HDMI/Dual DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060 Ti),499€95,2024-10-21
94,Gigabyte GeForce RTX 4060 Ti EAGLE OC 8G,8 Go GDDR6 - Dual HDMI/Dual DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060 Ti),479€95,2024-10-21
95,Gigabyte GeForce RTX 4060 Ti GAMING OC 8G,8 Go GDDR6 - Dual HDMI/Dual DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060 Ti),469€95,2024-10-21
96,Gigabyte GeForce RTX 4060 Ti WINDFORCE OC 16G,16 Go GDDR6 - Dual HDMI/Dual DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060 Ti),499€95,2024-10-21
97,Gigabyte GeForce RTX 4060 WINDFORCE OC 8G,8 Go GDDR6 - Dual HDMI/Dual DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060),349€95,2024-10-21
98,Gigabyte GeForce RTX 4070 Ti SUPER AI TOP 16G,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),1 099€95,2024-10-21
99,Gigabyte GeForce RTX 4070 Ti SUPER WINDFORCE MAX OC 16G,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),949€95,2024-10-21
100,Gigabyte GeForce RTX 4070 WINDFORCE 2X OC 12G V2,12 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070),599€95,2024-10-21
101,Gigabyte GeForce RTX 4070 WINDFORCE OC 12G V2,12 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070),619€95,2024-10-21
102,Gigabyte GT 1030 Low Profile D4 2G,2 Go GDDR4 - HDMI/DVI - PCI Express (NVIDIA GeForce GT 1030),89€95,2024-10-21
103,Gigabyte GT 1030 OC 2G,2048 Mo HDMI/DVI - PCI Express (NVIDIA GeForce avec CUDA GT 1030),99€95,2024-10-21
104,Gigabyte Radeon RX 6400 D6 Low Profile 4G,4 Go GDDR6 - HDMI/DisplayPort - PCI Express (AMD Radeon RX 6400),189€95,2024-10-21
105,Gigabyte Radeon RX 6500 XT EAGLE 4G,4 Go GDDR6 - HDMI/DisplayPort - PCI Express (AMD Radeon RX 6500 XT),219€95,2024-10-21
106,Gigabyte Radeon RX 6600 EAGLE 8G,8 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (AMD Radeon RX 6600),244€96,2024-10-21
107,Gigabyte Radeon RX 7600 GAMING OC 8G,8 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (AMD Radeon RX 7600),299€95,2024-10-21
108,Gigabyte Radeon RX 7600 XT GAMING OC 16G,16 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (AMD Radeon RX 7600 XT),369€95,2024-10-21
109,Gigabyte Radeon RX 7700 XT GAMING OC 12G,12 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (AMD Radeon RX 7700 XT),459€95,2024-10-21
110,Gigabyte Radeon RX 7800 XT GAMING OC 16G,16 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (AMD Radeon RX 7800 XT),549€95,2024-10-21
111,Gigabyte Radeon RX 7800 XT GAMING OC Bundle The Force,16 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (AMD Radeon RX 7800 XT) + Sabre connecté LED RGB - lame 36 pouces,599€95,2024-10-21
112,Gigabyte Radeon RX 7900 XT GAMING OC 20G,20 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (AMD Radeon RX 7900 XT),769€95,2024-10-21
113,Gigabyte Radeon RX 7900 XTX GAMING OC 24G,24 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (AMD Radeon RX 7900 XTX),1 029€95,2024-10-21
114,Gigabyte AORUS GeForce RTX 4090 AERO OC 24G,24 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4090),2 199€95,2024-10-21
115,Gigabyte GeForce RTX 4070 SUPER GAMING OC 12G,12 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 SUPER),749€95,2024-10-21
116,Gigabyte GeForce RTX 4070 SUPER WINDFORCE OC 12G,12 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 SUPER),699€95,2024-10-21
117,Gigabyte GeForce RTX 4070 Ti SUPER EAGLE OC 16G,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),999€95,2024-10-21
118,Gigabyte GeForce RTX 4070 Ti SUPER EAGLE OC ICE 16G,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),999€95,2024-10-21
119,Gigabyte GeForce RTX 4070 Ti SUPER GAMING OC 16G,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),999€95,2024-10-21
120,Gigabyte GeForce RTX 4070 Ti SUPER WINDFORCE OC 16G,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),979€95,2024-10-21
121,Gigabyte GeForce RTX 4080 SUPER AERO OC 16G,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4080 SUPER),1 249€95,2024-10-21
122,Gigabyte GeForce RTX 4080 SUPER GAMING OC 16G,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4080 SUPER),1 229€95,2024-10-21
123,Gigabyte GeForce RTX 4080 SUPER WINDFORCE OC V2 16G,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4080 SUPER),1 199€00,2024-10-21
124,Gigabyte GeForce RTX 4090 WINDFORCE 24G,24 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4090),1 999€95,2024-10-21
125,Gigabyte AORUS GeForce RTX 4080 SUPER MASTER 16G,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4080 SUPER),1 399€95,2024-10-21
126,Gigabyte AORUS Radeon RX 6400 EAGLE 4G,4 Go GDDR6 - HDMI/DisplayPort - PCI Express (AMD Radeon RX 6400),189€95,2024-10-21
127,Gigabyte GeForce RTX 4060 EAGLE OC ICE 8G,8 Go GDDR6 - Dual HDMI/Dual DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060),369€95,2024-10-21
128,Gigabyte GeForce RTX 4060 Ti WINDFORCE OC 8G,8 Go GDDR6 - Dual HDMI/Dual DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060 Ti),429€95,2024-10-21
129,Gigabyte GeForce RTX 4070 SUPER AERO OC 12G,12 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 SUPER),779€95,2024-10-21
130,Gigabyte GeForce RTX 4070 SUPER EAGLE OC 12G,12 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 SUPER),749€95,2024-10-21
131,Gigabyte GeForce RTX 4070 SUPER EAGLE OC ICE 12G,12 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 SUPER),739€95,2024-10-21
132,Gigabyte GeForce RTX 4070 Ti SUPER AERO OC 16G,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),1 059€95,2024-10-21
133,Gigabyte GeForce RTX 4090 GAMING OC 24G,24 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4090),2 079€95,2024-10-21
134,Gigabyte GeForce RTX 4090 XTREME WATERFORCE 24G,24 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4090),2 499€95,2024-10-21
135,Intel Arc A770 Graphics,16 Go GDDR6 - HDMI/Tri DisplayPort - PCI Express (Intel Arc A770),459€95,2024-10-21
136,KFA2 GeForce RTX 3050 6GB EX,6 Go GDDR6 - HDMI/Tri DisplayPort - PCI Express (NVIDIA GeForce RTX 3050),199€95,2024-10-21
137,KFA2 GeForce RTX 4060 2X V2 (1-Click OC),8 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060),314€95,2024-10-21
138,KFA2 GeForce RTX 4060 Ti 8GB OC (1-Click OC),8 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060 Ti),419€95,2024-10-21
139,KFA2 GeForce RTX 4060 EX 2X (1-Click OC),8 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060),344€95,2024-10-21
